CAD Event Number,Event Clearance Description,Call Type,Priority,Initial Call Type,Final Call Type,Original Time Queued,Arrived Time,Precinct,Sector,Beat,Blurred_Longitude,Blurred_Latitude
2023000371935,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,12/28/2023 12:08:54 PM,12/28/2023 4:53:07 PM,EAST,CHARLIE,C3,-122.2832224,47.61703226
2020000294077,ASSISTANCE RENDERED,911,2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,10/15/2020 2:52:07 AM,10/15/2020 2:59:50 AM,EAST,CHARLIE,C3,-122.2832224,47.61703225
2022000016905,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,--AUTOMOBILES - AUTO THEFT,01/21/2022 7:49:38 AM,01/21/2022 8:57:46 AM,EAST,CHARLIE,C3,-122.2832224,47.61703225
2018000396060,ASSISTANCE RENDERED,911,2,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,10/23/2018 1:22:13 AM,10/23/2018 1:29:07 AM,EAST,CHARLIE,C3,-122.2838929,47.61761164
2022000130323,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,--AUTOMOBILES - AUTO THEFT,05/23/2022 8:39:08 PM,05/24/2022 1:00:27 AM,EAST,CHARLIE,C3,-122.2838929,47.61761164
2019000118577,RESPONDING UNIT(S) CANCELLED BY RADIO,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,04/03/2019 7:45:23 PM,04/03/2019 7:57:02 PM,EAST,CHARLIE,C3,-122.2838929,47.61761164
2023000202292,ASSISTANCE RENDERED,911,1,"CHILD - CRITICAL ABAND, ABUSE, MOLEST, NEGLECT",--ASSIST PUBLIC - OTHER (NON-SPECIFIED),07/17/2023 4:59:08 PM,07/17/2023 5:03:00 PM,EAST,CHARLIE,C3,-122.2845671,47.61761432
2022000263126,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,911,2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,10/01/2022 6:17:11 PM,,EAST,CHARLIE,C3,-122.2845671,47.61761432
2018000415901,ORAL WARNING GIVEN,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),11/06/2018 8:11:16 AM,,EAST,CHARLIE,C3,-122.2845671,47.61761432
2021000314227,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,911,2,DUI - DRIVING UNDER INFLUENCE,--DISTURBANCE - OTHER,11/27/2021 7:09:57 PM,11/27/2021 8:01:39 PM,EAST,CHARLIE,C3,-122.2845671,47.61761432
2020000242409,PHYSICAL ARREST MADE,911,2,OBS - MVC - UNK INJURIES,--TRAFFIC - D.U.I.,08/17/2020 12:31:02 PM,08/17/2020 12:46:41 PM,EAST,CHARLIE,C3,-122.2845671,47.61761432
2023000014259,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS VEHICLE,01/15/2023 11:09:02 AM,01/15/2023 12:37:00 PM,EAST,CHARLIE,C3,-122.2845671,47.61761432
2018000359714,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,09/26/2018 8:10:25 AM,09/26/2018 8:10:25 AM,EAST,CHARLIE,C3,-122.2845855,47.61703719
2023000270936,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE","--ALARM-COMM (INC BANK, ATM, SCHOOLS, BSN)",09/18/2023 10:05:04 AM,09/18/2023 5:02:37 PM,EAST,CHARLIE,C3,-122.2845855,47.61703719
2023000259888,ASSISTANCE RENDERED,911,2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,09/08/2023 5:24:28 AM,09/08/2023 10:23:32 AM,EAST,CHARLIE,C3,-122.2845855,47.61703719
2023000042984,CITATION ISSUED (CRIMINAL OR NON-CRIMINAL),"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),02/14/2023 8:01:55 AM,,EAST,CHARLIE,C3,-122.2845855,47.61703719
2019000435326,REPORT WRITTEN (NO ARREST),911,1,"OBS - DOA - CASUALTY, DEAD BODY","--CASUALTY,NON-TRAF,NON-CRIM - NON-DRUG RELATED",11/22/2019 6:45:00 PM,11/22/2019 6:53:37 PM,EAST,CHARLIE,C3,-122.2845855,47.61703719
2022000162796,DUPLICATED OR CANCELLED BY RADIO,911,3,DISTURBANCE,DISTURBANCE,06/25/2022 7:42:51 PM,,EAST,CHARLIE,C3,-122.2845855,47.61703719
2022000004269,RESPONDING UNIT(S) CANCELLED BY RADIO,911,2,DOWN - CHECK FOR DOWN PERSON,"--CASUALTY,NON-TRAF,NON-CRIM - NON-DRUG RELATED",01/05/2022 10:14:36 PM,,EAST,CHARLIE,C3,-122.2845855,47.61703719
2018000225346,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,06/20/2018 7:06:48 PM,06/20/2018 8:39:39 PM,EAST,CHARLIE,C3,-122.2845855,47.61703719
2022000018563,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,01/23/2022 2:15:43 AM,01/23/2022 7:43:36 AM,EAST,CHARLIE,C3,-122.2845855,47.61703719
2018000308313,OTHER REPORT MADE,911,2,"OBS - MVC - NON INJURY, BLOCKING",--TRAFFIC - MV COLLISION INVESTIGATION,08/18/2018 9:17:14 PM,08/18/2018 9:23:05 PM,EAST,CHARLIE,C3,-122.2845855,47.61703719
2021000291990,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",2,SUICIDE - SUICIDAL PERSON AND ATTEMPTS,--CRISIS COMPLAINT - GENERAL,11/03/2021 11:56:59 AM,11/03/2021 12:56:45 PM,EAST,CHARLIE,C3,-122.2845855,47.61703719
2018000189503,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),--THEFT - CAR PROWL,05/26/2018 9:09:27 AM,05/26/2018 12:50:05 PM,EAST,CHARLIE,C3,-122.2845855,47.61703719
2020000218163,REPORT WRITTEN (NO ARREST),911,1,SUICIDE - CRITICAL,--CASUALTY NON-TRAF NON-CRIM - DRUG RELATED (OD),07/20/2020 2:59:11 PM,07/20/2020 3:02:44 PM,EAST,CHARLIE,C3,-122.2846815,47.61780948
2018000456619,ASSISTANCE RENDERED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,12/07/2018 2:05:17 PM,12/07/2018 6:31:10 PM,EAST,CHARLIE,C3,-122.2846815,47.61780948
2018000261694,ASSISTANCE RENDERED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL PANIC OR DURESS,07/16/2018 1:07:47 PM,07/16/2018 1:42:26 PM,EAST,CHARLIE,C3,-122.2846815,47.61780948
2018000098665,REPORT WRITTEN (NO ARREST),911,3,BURG - RESD (INCL UNOCC STRUCTURES ON PROP),"--BURGLARY - RESIDENTIAL, UNOCCUPIED",03/19/2018 6:21:24 PM,03/19/2018 7:42:41 PM,EAST,CHARLIE,C3,-122.2846815,47.61780948
2018000484641,REPORT WRITTEN (NO ARREST),911,2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--CRISIS COMPLAINT - GENERAL,12/29/2018 4:38:34 PM,12/29/2018 4:49:39 PM,EAST,CHARLIE,C3,-122.2846815,47.61780948
2020000133569,ASSISTANCE RENDERED,911,1,OVERDOSE,--ASSIST OTHER AGENCY - CITY AGENCY,04/21/2020 7:27:44 PM,04/21/2020 7:31:33 PM,EAST,CHARLIE,C3,-122.2846815,47.61780948
2019000271926,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,07/24/2019 10:59:47 AM,07/24/2019 11:53:55 AM,EAST,CHARLIE,C3,-122.2846815,47.61780948
2018000351271,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL PANIC OR DURESS,09/20/2018 8:15:53 AM,09/20/2018 10:15:14 AM,EAST,CHARLIE,C3,-122.2846815,47.61780948
2018000484090,"INCIDENT LOCATED, PUBLIC ORDER RESTORED",911,1,BURG - OCCUPIED RESD,"--SUSPICIOUS CIRCUM. - BUILDING (OPEN DOOR, ETC)",12/29/2018 2:37:16 AM,12/29/2018 2:42:03 AM,EAST,CHARLIE,C3,-122.2846815,47.61780948
2020000050751,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",4,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),02/09/2020 7:35:29 PM,02/09/2020 8:29:22 PM,EAST,CHARLIE,C3,-122.2846815,47.61780948
2020000228261,ASSISTANCE RENDERED,911,1,OVERDOSE,--ASSIST OTHER AGENCY - CITY AGENCY,07/31/2020 8:27:50 PM,07/31/2020 8:31:56 PM,EAST,CHARLIE,C3,-122.2846815,47.61780948
2020000088440,CITATION ISSUED (CRIMINAL OR NON-CRIMINAL),"TELEPHONE OTHER, NOT 911",4,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),03/10/2020 8:53:57 PM,,EAST,CHARLIE,C3,-122.2846815,47.61780948
2018000166764,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",2,OBS - PROWLER,--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,05/10/2018 3:01:40 PM,05/10/2018 3:12:58 PM,EAST,CHARLIE,C3,-122.2846815,47.61780948
2022000262216,ASSISTANCE RENDERED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL PANIC OR DURESS,09/30/2022 7:11:51 PM,09/30/2022 7:59:03 PM,EAST,CHARLIE,C3,-122.2846815,47.61780948
2020000083507,CITATION ISSUED (CRIMINAL OR NON-CRIMINAL),"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),03/06/2020 6:51:05 PM,,EAST,CHARLIE,C3,-122.2846815,47.61780948
2020000095320,ASSISTANCE RENDERED,911,1,BURG - OCCUPIED RESD,--ASSIST PUBLIC - OTHER (NON-SPECIFIED),03/17/2020 2:24:11 AM,03/17/2020 2:27:46 AM,EAST,CHARLIE,C3,-122.2846815,47.61780948
2018000049554,RESPONDING UNIT(S) CANCELLED BY RADIO,911,1,UNKNOWN - ANI/ALI - WRLS PHNS (INCL OPEN LINE),--ASSIST OTHER AGENCY - CITY AGENCY,02/09/2018 10:24:47 AM,,EAST,CHARLIE,C3,-122.2846815,47.61780948
2020000033890,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,01/28/2020 11:24:57 AM,01/28/2020 1:37:19 PM,EAST,CHARLIE,C3,-122.2846815,47.61780948
2019000326968,FALSE COMPLAINT/UNFOUNDED,"TELEPHONE OTHER, NOT 911",3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,09/01/2019 7:06:34 PM,09/01/2019 9:12:35 PM,EAST,CHARLIE,C3,-122.2846815,47.61780948
2021000263659,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,--AUTOMOBILES - AUTO THEFT,10/05/2021 5:11:31 PM,10/05/2021 8:37:36 PM,EAST,CHARLIE,C3,-122.2846815,47.61780948
2019000069955,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",3,ASSIST SPD,--ASSIST OTHER AGENCY - CITY AGENCY,02/25/2019 11:39:13 AM,02/25/2019 1:03:05 PM,EAST,CHARLIE,C3,-122.2846815,47.61780948
2022000323479,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,911,2,SEX IN PUBLIC PLACE (INCL MASTURBATION),--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,12/03/2022 12:47:10 PM,,EAST,CHARLIE,C3,-122.2848123,47.61799937
2019000018277,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",3,NUISANCE,--ASSIST PUBLIC - OTHER (NON-SPECIFIED),01/14/2019 1:31:54 PM,01/14/2019 2:16:27 PM,EAST,CHARLIE,C3,-122.2848123,47.61799937
2020000100899,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,911,2,SHOTS HEARD - DELAY,--DISTURBANCE - NOISE,03/22/2020 9:48:58 PM,03/22/2020 9:55:35 PM,EAST,CHARLIE,C3,-122.2848123,47.61799937
2023000087084,ORAL WARNING GIVEN,ONVIEW,3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),03/31/2023 1:14:32 PM,03/31/2023 1:14:32 PM,EAST,CHARLIE,C3,-122.2852348,47.61706654
2020000115835,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,04/06/2020 12:34:48 PM,04/06/2020 12:34:48 PM,EAST,CHARLIE,C3,-122.2854143,47.61796272
2023000202298,REPORT WRITTEN (NO ARREST),911,5,TRU - THEFT,--THEFT - CAR PROWL,07/17/2023 5:06:38 PM,07/17/2023 5:10:32 PM,EAST,CHARLIE,C3,-122.2854143,47.61796272
2019000082967,OTHER REPORT MADE,911,2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--CRISIS COMPLAINT - GENERAL,03/07/2019 4:58:11 PM,03/07/2019 5:36:19 PM,EAST,CHARLIE,C3,-122.2854143,47.61796272
2019000395364,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",5,TRU - FOLLOW UP,"--FRAUD - FORGERY, BAD CHECKS",10/23/2019 2:52:37 PM,10/23/2019 6:38:30 PM,EAST,CHARLIE,C3,-122.2854143,47.61796272
2023000236681,OTHER REPORT MADE,ONVIEW,7,TRAFFIC STOP - OFFICER INITIATED ONVIEW,--TRAFFIC - MOVING VIOLATION,08/17/2023 3:04:15 PM,08/17/2023 3:04:15 PM,EAST,CHARLIE,C3,-122.2854143,47.61796272
2019000414065,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,FRAUD,"--FRAUD - FRAUD, INCLUDING BUNCO",11/06/2019 4:01:25 PM,,EAST,CHARLIE,C3,-122.2854143,47.61796272
2018000052244,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,911,2,DISTURBANCE,--DISTURBANCE - OTHER,02/11/2018 2:26:28 PM,02/11/2018 3:12:44 PM,EAST,CHARLIE,C3,-122.2854143,47.61796272
2019000392595,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",5,TRU - FRAUD,FRAUD,10/21/2019 2:47:46 PM,10/21/2019 5:43:18 PM,EAST,CHARLIE,C3,-122.2854143,47.61796272
2019000233709,RESPONDING UNIT(S) CANCELLED BY RADIO,911,2,TRAFFIC - ROAD RAGE,--TRAFFIC - MOVING VIOLATION,06/26/2019 7:00:08 PM,,EAST,CHARLIE,C3,-122.2858916,47.61761753
2023000372120,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",5,TRU - MVC - HIT AND RUN,--TRAFFIC - MV COLLISION INVESTIGATION,12/28/2023 2:56:21 PM,12/28/2023 3:22:58 PM,EAST,CHARLIE,C3,-122.2859057,47.61704048
2018000483118,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),12/28/2018 9:32:22 AM,,EAST,CHARLIE,C3,-122.2859057,47.61704047
2019000240960,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",2,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),--THEFT - CAR PROWL,07/02/2019 4:29:28 AM,07/02/2019 8:22:31 AM,EAST,CHARLIE,C3,-122.2859057,47.61704047
2022000261541,ASSISTANCE RENDERED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,09/30/2022 5:20:13 AM,09/30/2022 8:26:57 AM,EAST,CHARLIE,C3,-122.2859057,47.61704047
2019000198261,REPORT WRITTEN (NO ARREST),911,3,BURG - RESD (INCL UNOCC STRUCTURES ON PROP),"--BURGLARY - RESIDENTIAL, UNOCCUPIED",06/01/2019 12:31:25 PM,06/01/2019 2:56:47 PM,EAST,CHARLIE,C3,-122.2859057,47.61704047
2018000392524,PHYSICAL ARREST MADE,"TELEPHONE OTHER, NOT 911",2,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),--THEFT - CAR PROWL,10/20/2018 1:03:27 AM,10/20/2018 1:08:03 AM,EAST,CHARLIE,C3,-122.2859057,47.61704047
2023000242189,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,AUTO - THEFT/LOSS OF PLATES,--AUTOMOBILES - LICENSE PLATE(S) THEFT OR LOSS,08/22/2023 3:12:40 PM,08/22/2023 10:50:53 PM,EAST,CHARLIE,C3,-122.2859057,47.61704048
2019000198101,CITATION ISSUED (CRIMINAL OR NON-CRIMINAL),"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),06/01/2019 10:00:06 AM,,EAST,CHARLIE,C3,-122.2859057,47.61704047
2018000124643,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",2,SUICIDE - SUICIDAL PERSON AND ATTEMPTS,--CRISIS COMPLAINT - GENERAL,04/09/2018 12:50:34 PM,04/09/2018 1:08:07 PM,EAST,CHARLIE,C3,-122.2859057,47.61704047
2020000154024,ASSISTANCE RENDERED,911,3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,05/09/2020 11:49:23 PM,,EAST,CHARLIE,C3,-122.2867341,47.61763184
2020000253876,ASSISTANCE RENDERED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,08/30/2020 4:53:21 AM,08/30/2020 5:07:36 AM,EAST,CHARLIE,C3,-122.2867341,47.61763184
2020000238820,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,BURG - RESD (INCL UNOCC STRUCTURES ON PROP),--AUTOMOBILES - AUTO THEFT,08/13/2020 9:18:19 AM,08/13/2020 12:47:27 PM,EAST,CHARLIE,C3,-122.2875463,47.61713664
2023000085236,REPORT WRITTEN (NO ARREST),911,3,AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,--AUTOMOBILES - AUTO THEFT,03/29/2023 3:58:21 PM,03/29/2023 5:08:51 PM,EAST,CHARLIE,C3,-122.2875463,47.61713664
2023000022752,PRIORITY CALL HANDLING,"TELEPHONE OTHER, NOT 911",4,FOLLOW UP,"--BURGLARY - RESIDENTIAL, UNOCCUPIED",01/24/2023 10:59:32 AM,,EAST,CHARLIE,C3,-122.2875738,47.61799887
2023000024845,PRIORITY CALL HANDLING,"TELEPHONE OTHER, NOT 911",4,FOLLOW UP,"--BURGLARY - RESIDENTIAL, UNOCCUPIED",01/26/2023 12:24:52 PM,01/27/2023 1:32:39 AM,EAST,CHARLIE,C3,-122.2875738,47.61799887
2023000032216,PRIORITY CALL HANDLING,"TELEPHONE OTHER, NOT 911",4,FOLLOW UP,"--BURGLARY - RESIDENTIAL, UNOCCUPIED",02/03/2023 9:57:02 AM,02/03/2023 8:37:31 PM,EAST,CHARLIE,C3,-122.2875738,47.61799887
2023000145892,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - COMM, SILENT/AUD BURG (INCL BANKS)","--ALARM-COMM (INC BANK, ATM, SCHOOLS, BSN)",05/27/2023 4:30:04 AM,05/27/2023 5:03:16 AM,EAST,CHARLIE,C3,-122.2875738,47.61799887
2023000031421,PRIORITY CALL HANDLING,"TELEPHONE OTHER, NOT 911",4,FOLLOW UP,"--BURGLARY - RESIDENTIAL, UNOCCUPIED",02/02/2023 2:36:29 PM,02/02/2023 9:44:08 PM,EAST,CHARLIE,C3,-122.2875738,47.61799887
2020000002628,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",1,SFD - ASSIST ON CRITICAL FIRE OR MEDIC RESPONSE,--ASSIST OTHER AGENCY - CITY AGENCY,01/03/2020 7:24:07 AM,01/03/2020 7:33:09 AM,EAST,CHARLIE,C3,-122.2875738,47.61799887
2023000073902,ASSISTANCE RENDERED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - COMM, SILENT/AUD BURG (INCL BANKS)","--ALARM-COMM (INC BANK, ATM, SCHOOLS, BSN)",03/18/2023 3:15:21 AM,03/18/2023 5:15:42 AM,EAST,CHARLIE,C3,-122.2875738,47.61799887
2023000042391,PRIORITY CALL HANDLING,"TELEPHONE OTHER, NOT 911",4,FOLLOW UP,"--BURGLARY - RESIDENTIAL, UNOCCUPIED",02/13/2023 3:05:30 PM,02/13/2023 8:31:57 PM,EAST,CHARLIE,C3,-122.2875738,47.61799887
2018000231328,RESPONDING UNIT(S) CANCELLED BY RADIO,"TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS VEHICLE,06/24/2018 10:15:24 PM,,EAST,CHARLIE,C3,-122.2875738,47.61799887
2023000030411,PRIORITY CALL HANDLING,"TELEPHONE OTHER, NOT 911",4,FOLLOW UP,"--BURGLARY - RESIDENTIAL, UNOCCUPIED",02/01/2023 1:44:46 PM,02/01/2023 8:29:03 PM,EAST,CHARLIE,C3,-122.2875738,47.61799887
2023000028416,PRIORITY CALL HANDLING,"TELEPHONE OTHER, NOT 911",4,FOLLOW UP,"--BURGLARY - RESIDENTIAL, UNOCCUPIED",01/30/2023 11:12:14 AM,01/30/2023 7:02:58 PM,EAST,CHARLIE,C3,-122.2875738,47.61799887
2023000015476,REPORT WRITTEN (NO ARREST),911,2,BURG - RESD (INCL UNOCC STRUCTURES ON PROP),"--BURGLARY - RESIDENTIAL, UNOCCUPIED",01/16/2023 8:02:28 PM,01/16/2023 8:22:10 PM,EAST,CHARLIE,C3,-122.2875738,47.61799887
2023000240758,FOLLOW-UP REPORT MADE,"TELEPHONE OTHER, NOT 911",5,TRU - THEFT,--THEFT - CAR PROWL,08/21/2023 8:56:26 AM,08/21/2023 8:57:23 AM,EAST,CHARLIE,C3,-122.2883764,47.61763704
2023000244034,DUPLICATED OR CANCELLED BY RADIO,911,3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",08/24/2023 8:21:44 AM,08/24/2023 9:29:54 AM,EAST,CHARLIE,C3,-122.2883764,47.61763703
2023000243948,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,--AUTOMOBILES - AUTO THEFT & RECOVERY,08/24/2023 6:25:29 AM,08/24/2023 10:14:29 AM,EAST,CHARLIE,C3,-122.2883764,47.61763703
2022000122341,ASSISTANCE RENDERED,911,2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,05/15/2022 7:51:05 PM,05/15/2022 8:43:21 PM,EAST,CHARLIE,C3,-122.2883764,47.61763703
2022000030235,RESPONDING UNIT(S) CANCELLED BY RADIO,911,2,DISTURBANCE,--DISTURBANCE - OTHER,02/05/2022 12:39:24 AM,02/05/2022 12:45:33 AM,EAST,CHARLIE,C3,-122.2891759,47.61763948
2020000309793,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",2,DISTURBANCE,--DISTURBANCE - OTHER,11/02/2020 10:13:58 AM,,EAST,CHARLIE,C3,-122.2891759,47.61763948
2023000366170,ORAL WARNING GIVEN,ONVIEW,7,TRAFFIC STOP - OFFICER INITIATED ONVIEW,--TRAFFIC - MOVING VIOLATION,12/21/2023 6:15:36 PM,12/21/2023 6:15:36 PM,EAST,CHARLIE,C3,-122.2891759,47.61763948
2022000015107,NO POLICE ACTION POSSIBLE OR NECESSARY,ONVIEW,7,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,--SUSPICIOUS CIRCUM. - SUSPICIOUS VEHICLE,01/19/2022 5:52:42 AM,01/19/2022 5:52:42 AM,EAST,CHARLIE,C3,-122.2891759,47.61763948
2020000308635,DUPLICATED OR CANCELLED BY RADIO,911,1,OBS - MVC - WITH INJURIES (INCLUDES HIT AND RUN),OBS - MVC - WITH INJURIES (INCLUDES HIT AND RUN),10/31/2020 11:19:56 PM,,EAST,CHARLIE,C3,-122.2891759,47.61763948
2021000276660,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,911,2,OBS - FIGHT - VERBAL/ORAL (NO WEAPONS),--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,10/18/2021 10:59:28 PM,10/18/2021 11:54:39 PM,EAST,CHARLIE,C3,-122.2891907,47.61706769
2023000026206,PHYSICAL ARREST MADE,911,1,BURG - OCCUPIED RESD,--BURGLARY - RESIDENTIAL OCCUPIED,01/27/2023 7:19:15 PM,01/27/2023 7:30:27 PM,EAST,CHARLIE,C3,-122.2891907,47.61706769
2023000204584,REPORT WRITTEN (NO ARREST),911,2,HARAS - NO BIAS OR THREATS,--DISTURBANCE - OTHER,07/19/2023 7:41:14 PM,07/19/2023 8:45:16 PM,EAST,CHARLIE,C3,-122.2891907,47.61706769
