CAD Event Number,Event Clearance Description,Call Type,Priority,Initial Call Type,Final Call Type,Original Time Queued,Arrived Time,Precinct,Sector,Beat,Blurred_Longitude,Blurred_Latitude
2011000388718,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",1,ASLT - CRITICAL (NO SHOOTINGS),"--ASSAULTS, OTHER",12/02/2011 10:53:04 PM,12/02/2011 11:00:17 PM,EAST,CHARLIE,C3,-122.28747338,47.62293706
2019000349270,NO POLICE ACTION POSSIBLE OR NECESSARY,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,09/18/2019 12:18:12 PM,09/18/2019 12:25:18 PM,EAST,CHARLIE,C3,-122.28754255,47.62493468
2021000282882,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,10/24/2021 11:53:28 PM,10/25/2021 12:05:07 AM,EAST,CHARLIE,C3,-122.28796415,47.62072372
2018000111213,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),03/29/2018 07:26:10 PM,03/30/2018 12:24:27 AM,EAST,CHARLIE,C3,-122.28714693,47.62252025
2018000018852,ASSISTANCE RENDERED,911,1,"ALARM - DURESS/PANIC,BUS/TAXI/CAR/PRSN - NOT DV",--ASSIST PUBLIC - OTHER (NON-SPECIFIED),01/16/2018 08:48:12 AM,01/16/2018 08:57:50 AM,EAST,CHARLIE,C3,-122.28754255,47.62493468
2015000084178,NO POLICE ACTION POSSIBLE OR NECESSARY,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),03/14/2015 01:46:17 PM,,EAST,CHARLIE,C3,-122.28714693,47.62252025
2012000071445,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,03/08/2012 04:07:03 PM,03/08/2012 04:07:03 PM,EAST,CHARLIE,C3,-122.28747338,47.62293706
2014000305178,REPORT WRITTEN (NO ARREST),911,3,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,09/12/2014 11:25:52 AM,09/12/2014 01:25:57 PM,EAST,CHARLIE,C3,-122.28715025,47.62241979
2015000428836,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",4,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),12/10/2015 07:26:20 PM,12/10/2015 08:40:10 PM,EAST,CHARLIE,C3,-122.28714693,47.62252025
2021000068815,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,03/21/2021 12:36:59 PM,03/21/2021 04:35:49 PM,EAST,CHARLIE,C3,-122.28715025,47.62241979
2018000242294,ASSISTANCE RENDERED,911,3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,07/02/2018 11:41:51 PM,07/03/2018 12:19:04 AM,EAST,CHARLIE,C3,-122.28752649,47.62616674
2021000177205,PROBLEM SOLVING PROJECT,ONVIEW,7,DIRECTED PATROL ACTIVITY,"--ALARM-COMM (INC BANK, ATM, SCHOOLS, BSN)",07/13/2021 06:14:10 AM,07/13/2021 06:14:10 AM,EAST,CHARLIE,C3,-122.28747733,47.62318237
2016000085284,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),03/10/2016 06:56:41 PM,,EAST,CHARLIE,C3,-122.28714693,47.62252025
2012000125281,DUPLICATED OR CANCELLED BY RADIO,ONVIEW,7,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,04/24/2012 02:37:10 PM,04/24/2012 02:37:11 PM,EAST,CHARLIE,C3,-122.28704175,47.62340798
2018000171526,ASSISTANCE RENDERED,911,3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,05/14/2018 12:31:38 AM,05/14/2018 12:35:13 AM,EAST,CHARLIE,C3,-122.28796415,47.62072372
2013000198940,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,06/09/2013 02:13:41 PM,06/09/2013 02:13:42 PM,EAST,CHARLIE,C3,-122.28747338,47.62293706
2018000147756,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),04/26/2018 09:04:10 PM,,EAST,CHARLIE,C3,-122.28714693,47.62252025
2010000103203,REPORT WRITTEN (NO ARREST),911,3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,03/30/2010 03:38:32 AM,03/30/2010 03:52:18 AM,EAST,CHARLIE,C3,-122.28752649,47.62616674
2019000010167,NO POLICE ACTION POSSIBLE OR NECESSARY,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,01/08/2019 01:04:11 PM,01/08/2019 01:04:11 PM,EAST,CHARLIE,C3,-122.28715025,47.62241979
2015000265541,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE","--ALARM-COMM (INC BANK, ATM, SCHOOLS, BSN)",08/01/2015 10:49:37 PM,08/01/2015 11:06:29 PM,EAST,CHARLIE,C3,-122.28754255,47.62493468
2010000241814,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",5,OBS - TRU - ACC - HIT AND RUN,--TRAFFIC - MV COLLISION INVESTIGATION,07/14/2010 01:10:17 PM,07/14/2010 01:10:54 PM,EAST,CHARLIE,C3,-122.28747338,47.62293706
2021000268661,NO POLICE ACTION POSSIBLE OR NECESSARY,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,10/10/2021 07:40:03 PM,10/10/2021 07:54:46 PM,EAST,CHARLIE,C3,-122.28744461,47.62014024
2016000023636,ORAL WARNING GIVEN,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),01/20/2016 07:30:06 PM,,EAST,CHARLIE,C3,-122.28714693,47.62252025
2010000050324,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,TRU - THEFT,--THEFT - CAR PROWL,02/13/2010 10:22:23 AM,02/13/2010 11:41:19 AM,EAST,CHARLIE,C3,-122.28754255,47.62493468
2013000409600,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),--THEFT - CAR PROWL,11/11/2013 08:41:12 PM,11/11/2013 10:11:52 PM,EAST,CHARLIE,C3,-122.28715025,47.62241979
2010000055777,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",1,OBS - ACC - WITH INJURIES (INCLUDES HIT AND RUN),--TRAFFIC - MV COLLISION INVESTIGATION,02/18/2010 01:01:32 PM,02/18/2010 01:06:54 PM,EAST,CHARLIE,C3,-122.28714693,47.62252025
2017000197830,ASSISTANCE RENDERED,911,1,OBS - DOWN - CHECK FOR PERSON DOWN,--ASSIST PUBLIC - OTHER (NON-SPECIFIED),06/03/2017 02:46:13 AM,06/03/2017 02:57:27 AM,EAST,CHARLIE,C3,-122.28715025,47.62241979
2015000261822,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),07/30/2015 09:53:29 AM,07/30/2015 11:48:16 AM,EAST,CHARLIE,C3,-122.28714693,47.62252025
2021000121097,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,05/17/2021 05:26:00 PM,05/17/2021 10:55:06 PM,EAST,CHARLIE,C3,-122.28715025,47.62241979
2014000283691,CITATION ISSUED (CRIMINAL OR NON-CRIMINAL),911,3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),08/25/2014 06:28:00 PM,,EAST,CHARLIE,C3,-122.28714693,47.62252025
2012000284102,ASSISTANCE RENDERED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,08/25/2012 10:19:47 AM,08/25/2012 10:37:43 AM,EAST,CHARLIE,C3,-122.28754255,47.62493468
2014000385271,FOLLOW-UP REPORT MADE,"TELEPHONE OTHER, NOT 911",2,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),--THEFT - ALL OTHER,11/17/2014 05:04:36 PM,11/17/2014 07:46:30 PM,EAST,CHARLIE,C3,-122.28747338,47.62293706
2019000169959,ORAL WARNING GIVEN,"TELEPHONE OTHER, NOT 911",3,"OBS - NOISE - DISTURBANCE (PARTY, ETC)",--DISTURBANCE - NOISE,05/11/2019 11:38:51 PM,05/11/2019 11:50:18 PM,EAST,CHARLIE,C3,-122.28715025,47.62241979
2012000170439,ASSISTANCE RENDERED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,06/02/2012 12:14:19 AM,06/02/2012 03:27:42 AM,EAST,CHARLIE,C3,-122.28754255,47.62493468
2016000168857,CITATION ISSUED (CRIMINAL OR NON-CRIMINAL),"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),05/14/2016 05:12:31 PM,,EAST,CHARLIE,C3,-122.28714693,47.62252025
2012000089115,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",03/24/2012 06:55:29 AM,03/24/2012 06:59:57 AM,EAST,CHARLIE,C3,-122.28796415,47.62072372
2016000290515,REPORT WRITTEN (NO ARREST),911,3,PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,--CRISIS COMPLAINT - GENERAL,08/12/2016 04:03:50 AM,08/12/2016 04:12:11 AM,EAST,CHARLIE,C3,-122.28752649,47.62616674
2019000087989,REPORT WRITTEN (NO ARREST),ONVIEW,3,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),--THEFT - CAR PROWL,03/11/2019 07:02:24 PM,03/11/2019 07:02:24 PM,EAST,CHARLIE,C3,-122.28715025,47.62241979
2013000453789,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),12/20/2013 08:17:27 AM,12/20/2013 08:43:07 AM,EAST,CHARLIE,C3,-122.28714693,47.62252025
2016000438010,ASSISTANCE RENDERED,ONVIEW,3,FOLLOW UP,"--BURGLARY - RESIDENTIAL, UNOCCUPIED",12/05/2016 08:14:49 PM,12/05/2016 08:14:49 PM,EAST,CHARLIE,C3,-122.28754255,47.62493468
2017000176269,FALSE COMPLAINT/UNFOUNDED,911,3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,05/19/2017 12:29:19 PM,05/19/2017 12:41:16 PM,EAST,CHARLIE,C3,-122.28754255,47.62493468
2018000191328,REPORT WRITTEN (NO ARREST),911,2,DISTURBANCE - DV - NO ASLT,--CRISIS COMPLAINT - GENERAL,05/27/2018 06:54:58 PM,05/27/2018 07:02:21 PM,EAST,CHARLIE,C3,-122.28715025,47.62241979
2015000213708,CITATION ISSUED (CRIMINAL OR NON-CRIMINAL),"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),06/24/2015 07:18:00 PM,,EAST,CHARLIE,C3,-122.28714693,47.62252025
2016000248496,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),07/11/2016 07:01:03 PM,,EAST,CHARLIE,C3,-122.28714693,47.62252025
2017000247847,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,07/08/2017 12:58:10 PM,07/08/2017 12:58:10 PM,EAST,CHARLIE,C3,-122.28752649,47.62616675
2021000091061,CITATION ISSUED (CRIMINAL OR NON-CRIMINAL),"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),04/15/2021 12:16:19 PM,,EAST,CHARLIE,C3,-122.28714693,47.62252025
2017000214459,CITATION ISSUED (CRIMINAL OR NON-CRIMINAL),"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),06/14/2017 07:23:44 PM,,EAST,CHARLIE,C3,-122.28714693,47.62252025
2011000150671,ASSISTANCE RENDERED,911,2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,05/11/2011 09:28:12 PM,05/11/2011 09:34:12 PM,EAST,CHARLIE,C3,-122.28752649,47.62616674
2014000091257,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE","--ALARM-COMM (INC BANK, ATM, SCHOOLS, BSN)",03/25/2014 07:05:10 PM,03/25/2014 07:43:53 PM,EAST,CHARLIE,C3,-122.28796415,47.62072372
2021000266184,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),10/08/2021 08:53:16 AM,,EAST,CHARLIE,C3,-122.28715025,47.62241979
2011000188342,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,06/12/2011 02:22:44 PM,06/12/2011 02:22:44 PM,EAST,CHARLIE,C3,-122.28747338,47.62293706
2012000442657,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,12/28/2012 10:36:23 PM,12/28/2012 11:03:46 PM,EAST,CHARLIE,C3,-122.28752649,47.62616674
2011000341528,ASSISTANCE RENDERED,911,1,UNKNOWN - ANI/ALI - LANDLINE (INCLUDES OPEN LINE),"--ASSIST PUBLIC - 911 HANG UP, OPEN LINE",10/19/2011 10:05:24 AM,10/19/2011 10:17:47 AM,EAST,CHARLIE,C3,-122.28750891,47.62737295
2019000210270,REPORT WRITTEN (NO ARREST),ONVIEW,7,DIRECTED PATROL ACTIVITY,--DIRECTED PATROL ACTIVITY,06/09/2019 10:07:41 PM,06/09/2019 10:07:41 PM,EAST,CHARLIE,C3,-122.28715025,47.62241979
2022000090376,ASSISTANCE RENDERED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,04/11/2022 12:49:55 PM,04/11/2022 02:11:24 PM,EAST,CHARLIE,C3,-122.28796415,47.62072372
2019000053766,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),02/12/2019 10:28:32 AM,02/12/2019 11:44:17 AM,EAST,CHARLIE,C3,-122.28715025,47.62241979
2016000122725,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,04/09/2016 03:24:05 PM,04/09/2016 03:34:46 PM,EAST,CHARLIE,C3,-122.28744461,47.62014024
2021000169390,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,--AUTOMOBILES - AUTO THEFT,07/05/2021 03:02:07 PM,07/05/2021 03:45:49 PM,EAST,CHARLIE,C3,-122.28796415,47.62072372
2020000050385,FALSE COMPLAINT/UNFOUNDED,"TELEPHONE OTHER, NOT 911",3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,02/09/2020 01:29:44 PM,02/09/2020 02:27:52 PM,EAST,CHARLIE,C3,-122.28752649,47.62616674
2015000033190,NO POLICE ACTION POSSIBLE OR NECESSARY,911,3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,01/29/2015 05:01:00 PM,01/29/2015 05:14:18 PM,EAST,CHARLIE,C3,-122.28715025,47.62241979
2016000023498,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,01/20/2016 05:25:47 PM,01/20/2016 05:25:47 PM,EAST,CHARLIE,C3,-122.28747733,47.62318237
2014000344196,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,10/14/2014 03:42:06 PM,10/14/2014 07:34:40 PM,EAST,CHARLIE,C3,-122.28754255,47.62493468
2010000047326,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,AUTO - THEFT/LOSS OF PLATES,--AUTOMOBILES - LICENSE PLATE(S) THEFT OR LOSS,02/10/2010 06:39:09 PM,02/10/2010 08:00:32 PM,EAST,CHARLIE,C3,-122.28715025,47.62241979
2017000033695,RESPONDING UNIT(S) CANCELLED BY RADIO,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE","--ALARM-COMM (INC BANK, ATM, SCHOOLS, BSN)",01/27/2017 11:39:17 PM,,EAST,CHARLIE,C3,-122.28750891,47.62737295
2010000213683,OTHER REPORT MADE,911,3,AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,--AUTOMOBILES - AUTO THEFT,06/23/2010 09:01:21 PM,06/23/2010 09:18:42 PM,EAST,CHARLIE,C3,-122.28744461,47.62014024
2016000038072,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),--THEFT - ALL OTHER,02/01/2016 01:30:10 PM,02/01/2016 01:49:12 PM,EAST,CHARLIE,C3,-122.28754255,47.62493468
2011000086967,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",2,ASSIST SPD,--ASSIST OTHER AGENCY - CITY AGENCY,03/16/2011 10:14:50 PM,03/16/2011 10:37:29 PM,EAST,CHARLIE,C3,-122.28796415,47.62072372
2016000335619,ASSISTANCE RENDERED,911,3,NUISANCE,--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,09/15/2016 10:10:27 PM,09/15/2016 10:33:57 PM,EAST,CHARLIE,C3,-122.28752649,47.62616674
2020000119417,ASSISTANCE RENDERED,ONVIEW,3,FOLLOW UP,--DISTURBANCE - OTHER,04/09/2020 12:11:46 PM,04/09/2020 12:11:46 PM,EAST,CHARLIE,C3,-122.28754255,47.62493468
2021000279433,ASSISTANCE RENDERED,911,2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","--SUSPICIOUS CIRCUM. - BUILDING (OPEN DOOR, ETC)",10/21/2021 04:05:57 PM,10/21/2021 04:36:15 PM,EAST,CHARLIE,C3,-122.28754255,47.62493468
2016000214665,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),06/16/2016 07:22:46 PM,06/16/2016 08:26:10 PM,EAST,CHARLIE,C3,-122.28714693,47.62252025
2014000103845,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",2,ASLT - DV,"--DV - ARGUMENTS, DISTURBANCE (NO ARREST)",04/05/2014 01:55:29 PM,04/05/2014 02:21:27 PM,EAST,CHARLIE,C3,-122.28796415,47.62072372
2014000272221,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",4,NOISE - GENERAL,--DISTURBANCE - NOISE,08/16/2014 05:01:54 PM,08/16/2014 05:24:15 PM,EAST,CHARLIE,C3,-122.28752649,47.62616674
2015000187447,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),06/05/2015 06:52:39 PM,,EAST,CHARLIE,C3,-122.28714693,47.62252025
2017000294857,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),08/10/2017 10:05:30 AM,08/10/2017 10:18:07 AM,EAST,CHARLIE,C3,-122.28714693,47.62252025
2019000333592,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,PROPERTY - DAMAGE,--PROPERTY DEST (DAMG),09/06/2019 02:03:43 PM,09/06/2019 02:45:52 PM,EAST,CHARLIE,C3,-122.28715025,47.62241979
2021000066017,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",5,TRU - RESIDENTIAL BURGLARY,--BURGLARY - NON RESIDENTIAL/COMMERCIAL,03/18/2021 07:31:30 AM,03/18/2021 07:31:49 AM,EAST,CHARLIE,C3,-122.28796415,47.62072372
2017000213019,NO POLICE ACTION POSSIBLE OR NECESSARY,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),06/13/2017 07:31:30 PM,,EAST,CHARLIE,C3,-122.28714693,47.62252025
2016000347258,CITATION ISSUED (CRIMINAL OR NON-CRIMINAL),"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),09/24/2016 07:38:32 PM,09/24/2016 08:02:15 PM,EAST,CHARLIE,C3,-122.28714693,47.62252025
2014000100094,REPORT WRITTEN (NO ARREST),911,6,OBS - SECONDARY - FORGERY/BUNCO/SCAMS/ID THEFT,"--FRAUD - FRAUD, INCLUDING BUNCO",04/02/2014 01:08:16 PM,04/02/2014 01:51:36 PM,EAST,CHARLIE,C3,-122.28715025,47.62241979
2014000189575,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),06/14/2014 11:30:21 AM,,EAST,CHARLIE,C3,-122.28714693,47.62252025
2014000014172,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",4,NOISE - GENERAL,--DISTURBANCE - NOISE,01/13/2014 11:38:22 PM,01/14/2014 12:05:19 AM,EAST,CHARLIE,C3,-122.28714693,47.62252025
2015000402081,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",4,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),11/17/2015 07:17:40 PM,11/17/2015 07:58:07 PM,EAST,CHARLIE,C3,-122.28714693,47.62252025
2016000464453,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,12/28/2016 08:08:00 AM,12/28/2016 08:25:56 AM,EAST,CHARLIE,C3,-122.28752649,47.62616674
2016000394405,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),10/31/2016 03:39:41 PM,,EAST,CHARLIE,C3,-122.28714693,47.62252025
2015000323365,FALSE COMPLAINT/UNFOUNDED,911,1,BURG - OCCUPIED RESD,--ALARM-RESIDENTIAL BURG,09/15/2015 04:38:04 AM,09/15/2015 04:46:07 AM,EAST,CHARLIE,C3,-122.28796415,47.62072372
2016000385989,NO POLICE ACTION POSSIBLE OR NECESSARY,ONVIEW,3,FOLLOW UP,--ASSIST OTHER AGENCY - CITY AGENCY,10/25/2016 08:25:45 AM,10/25/2016 08:25:45 AM,EAST,CHARLIE,C3,-122.28715025,47.62241979
2011000235457,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),07/20/2011 07:30:25 PM,,EAST,CHARLIE,C3,-122.28715025,47.62241979
2022000134153,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE","--ALARM-COMM ROBB (BANK, PANIC, DURESS)",05/27/2022 06:07:05 PM,,EAST,CHARLIE,C3,-122.28754255,47.62493468
2011000037381,PROBLEM SOLVING PROJECT,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - REQUEST TO WATCH,02/01/2011 01:26:55 AM,02/01/2011 01:26:55 AM,EAST,CHARLIE,C3,-122.28714693,47.62252025
2010000038264,ASSISTANCE RENDERED,911,3,"OBS - NOISE - DISTURBANCE (PARTY, ETC)",--DISTURBANCE - NOISE RESIDENTIAL,02/02/2010 10:17:43 PM,02/02/2010 11:12:56 PM,EAST,CHARLIE,C3,-122.28704175,47.62340798
