"CAD.Event.Number","Event.Clearance.Description","Call.Type","Priority","Initial.Call.Type","Final.Call.Type","Incident.Date","Blurred_Longitude","Blurred_Latitude","broad_category"
2017000288951,"NO POLICE ACTION POSSIBLE OR NECESSARY","911",1,"OVERDOSE","ASSIST OTHER AGENCY - CITY AGENCY",2017-08-06,-122.28198512,47.61206168,"drug"
2017000230260,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2017-06-26,-122.28715965,47.61099714,"suspicious"
2017000212938,"ASSISTANCE RENDERED","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2017-06-13,-122.28224625,47.61177635,"suspicious"
2017000209607,"REPORT WRITTEN (NO ARREST)","911",2,"THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING)","ASSAULTS - HARASSMENT, THREATS",2017-06-11,-122.28302061,47.6119038,"disturbance"
2017000200565,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",2,"DISTURBANCE","DISTURBANCE - OTHER",2017-06-05,-122.28198512,47.61206168,"disturbance"
2017000170083,"ASSISTANCE RENDERED","ONVIEW",7,"SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","DISTURBANCE - OTHER",2017-05-14,-122.28198512,47.61206168,"suspicious"
2017000164620,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"DISTURBANCE","DISTURBANCE - OTHER",2017-05-10,-122.28198512,47.61206168,"disturbance"
2017000164244,"ASSISTANCE RENDERED","911",2,"TRAFFIC - BLOCKING ROADWAY","TRAFFIC - BLOCKING TRAFFIC",2017-05-10,-122.28198512,47.61206168,"traffic"
2017000163768,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",5,"TRU - THEFT","THEFT - CAR PROWL",2017-05-10,-122.28224625,47.61177635,"theft"
2017000159013,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"HAZ - POTENTIAL THRT TO PHYS SAFETY","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2017-05-06,-122.28198512,47.61206168,"suspicious"
2017000156428,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2017-05-04,-122.28302061,47.6119038,"suspicious"
2017000119689,"ASSISTANCE RENDERED","911",2,"TRESPASS","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2017-04-05,-122.28468983,47.60975947,"suspicious"
2017000096938,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2017-03-19,-122.28607748,47.60979756,"theft"
2017000074101,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"HARAS - NO BIAS OR THREATS","DISTURBANCE - OTHER",2017-03-01,-122.28484797,47.61100209,"disturbance"
2017000050113,"REPORT WRITTEN (NO ARREST)","911",2,"TRESPASS","PROWLER - TRESPASS",2017-02-10,-122.28411376,47.61150482,"suspicious"
2017000048794,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"HAZ - POTENTIAL THRT TO PHYS SAFETY","DISTURBANCE - OTHER",2017-02-09,-122.28198512,47.61206168,"disturbance"
2016000445151,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",2,"DISTURBANCE","DISTURBANCE - OTHER",2016-12-11,-122.28198512,47.61206168,"disturbance"
2016000444153,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",1,"SHOTS HEARD - IN PROGRESS","DISTURBANCE - NOISE",2016-12-10,-122.28302061,47.6119038,"violence"
2016000411929,"REPORT WRITTEN (NO ARREST)","911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT & RECOVERY",2016-11-14,-122.28715965,47.61099714,"theft"
2016000411748,"REPORT WRITTEN (NO ARREST)","911",3,"HARAS - NO BIAS OR THREATS","DISTURBANCE - OTHER",2016-11-14,-122.28410155,47.61205754,"disturbance"
2016000409941,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"HARAS - NO BIAS OR THREATS","MISCHIEF OR NUISANCE - GENERAL",2016-11-12,-122.28410155,47.61205754,"disturbance"
2016000372608,"ASSISTANCE RENDERED","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2016-10-14,-122.28603117,47.61210969,"suspicious"
2016000364439,"NO POLICE ACTION POSSIBLE OR NECESSARY","911",3,"DISTURBANCE","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2016-10-07,-122.28720549,47.60923274,"disturbance"
2016000351734,"REPORT WRITTEN (NO ARREST)","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2016-09-28,-122.28410155,47.61205754,"suspicious"
2016000343031,"ASSISTANCE RENDERED","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2016-09-21,-122.28198512,47.61206168,"suspicious"
2016000335181,"REPORT WRITTEN (NO ARREST)","ONVIEW",3,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","THEFT - CAR PROWL",2016-09-15,-122.28198512,47.61206168,"theft"
2016000329759,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2016-09-11,-122.28410155,47.61205754,"theft"
2016000281800,"REPORT WRITTEN (NO ARREST)","911",2,"ASLT - WITH OR W/O WPNS (NO SHOOTINGS)","ASSAULTS, OTHER",2016-08-05,-122.28410155,47.61205754,"violence"
2016000281418,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"PROPERTY - DAMAGE","DISTURBANCE - OTHER",2016-08-05,-122.28410155,47.61205754,"prop.dmg"
2016000203207,"ASSISTANCE RENDERED","911",2,"HAZ - POTENTIAL THRT TO PHYS SAFETY","DISTURBANCE - OTHER",2016-06-08,-122.28344404,47.60745101,"disturbance"
2016000202467,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2016-06-07,-122.28302061,47.6119038,"suspicious"
2016000194120,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"NUISANCE","DISTURBANCE - OTHER",2016-06-02,-122.28198512,47.61206168,"disturbance"
2016000193424,"ASSISTANCE RENDERED","911",2,"OBS - FIGHT - VERBAL/ORAL (NO WEAPONS)","DISTURBANCE - FIGHT",2016-06-01,-122.28198512,47.61206168,"disturbance"
2016000191349,"ASSISTANCE RENDERED","911",3,"DISTURBANCE","DISTURBANCE - OTHER",2016-05-31,-122.28198512,47.61206168,"disturbance"
2016000191023,"ASSISTANCE RENDERED","911",4,"NOISE - GENERAL","DISTURBANCE - NOISE",2016-05-31,-122.28198512,47.61206168,"disturbance"
2016000184779,"REPORT WRITTEN (NO ARREST)","911",2,"DISTURBANCE","DISTURBANCE - OTHER",2016-05-26,-122.28410155,47.61205754,"disturbance"
2016000177247,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",1,"SHOTS HEARD - IN PROGRESS","DISTURBANCE - OTHER",2016-05-20,-122.28302061,47.6119038,"violence"
2016000174262,"PHYSICAL ARREST MADE","911",1,"ASLT - CRITICAL (NO SHOOTINGS)","ASSAULTS, OTHER",2016-05-18,-122.2847205,47.61164609,"violence"
2016000173094,"ORAL WARNING GIVEN","ONVIEW",7,"SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","PROWLER - TRESPASS",2016-05-17,-122.28344404,47.60745101,"suspicious"
2016000162041,"REPORT WRITTEN (NO ARREST)","ONVIEW",3,"DISTURBANCE","CRISIS COMPLAINT - GENERAL",2016-05-09,-122.28198512,47.61206168,"disturbance"
2016000161488,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO - THEFT/LOSS OF PLATES","THEFT - AUTO ACCESSORIES",2016-05-09,-122.28605121,47.61068396,"theft"
2016000160455,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",5,"TRU - HARASSMENT","ASSAULTS - HARASSMENT, THREATS",2016-05-08,-122.28410155,47.61205754,"disturbance"
2016000159899,"ASSISTANCE RENDERED","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","DISTURBANCE - NOISE",2016-05-08,-122.28715965,47.61099714,"suspicious"
2016000150640,"REPORT WRITTEN (NO ARREST)","ONVIEW",3,"ASLT - WITH OR W/O WPNS (NO SHOOTINGS)","ASSAULTS, OTHER",2016-05-01,-122.28348568,47.61233382,"violence"
2016000150584,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"PROPERTY - DAMAGE","PROPERTY DEST (DAMG)",2016-05-01,-122.28302061,47.6119038,"prop.dmg"
2016000150532,"REPORT WRITTEN (NO ARREST)","911",3,"PROPERTY - DAMAGE","PROPERTY DEST (DAMG)",2016-05-01,-122.28302061,47.6119038,"prop.dmg"
2016000148758,"DUPLICATED OR CANCELLED BY RADIO","ONVIEW",7,"SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","SUSPICIOUS STOP - OFFICER INITIATED ONVIEW",2016-04-29,-122.28348568,47.61233382,"suspicious"
2016000148542,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"PROPERTY - DAMAGE","ASSAULTS - HARASSMENT, THREATS",2016-04-29,-122.28411376,47.61150482,"prop.dmg"
2016000147356,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"DISTURBANCE","DISTURBANCE - OTHER",2016-04-28,-122.28410155,47.61205754,"disturbance"
2016000147153,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"PROPERTY - DAMAGE","PROPERTY DEST (DAMG)",2016-04-28,-122.28410155,47.61205754,"prop.dmg"
2016000144578,"ASSISTANCE RENDERED","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","DISTURBANCE - OTHER",2016-04-26,-122.28603117,47.61210969,"suspicious"
2016000134520,"ASSISTANCE RENDERED","911",2,"TRAFFIC - BLOCKING ROADWAY","TRAFFIC - BLOCKING TRAFFIC",2016-04-19,-122.28535162,47.61146516,"traffic"
2016000123123,"ASSISTANCE RENDERED","911",2,"TRAFFIC - BLOCKING ROADWAY","ASSIST PUBLIC - OTHER (NON-SPECIFIED)",2016-04-09,-122.28575558,47.60916912,"traffic"
2016000117064,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2016-04-05,-122.28605121,47.61068396,"theft"
2016000108964,"ASSISTANCE RENDERED","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2016-03-30,-122.28302061,47.6119038,"suspicious"
2016000096335,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",2,"DISTURBANCE","DISTURBANCE - OTHER",2016-03-19,-122.28411376,47.61150482,"disturbance"
2016000083381,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",6,"OBS - SECONDARY - THEFT","THEFT - CAR PROWL",2016-03-09,-122.28715965,47.61099714,"theft"
2016000075814,"ASSISTANCE RENDERED","911",2,"HAZ - POTENTIAL THRT TO PHYS SAFETY","MISCHIEF OR NUISANCE - GENERAL",2016-03-03,-122.28535162,47.61146516,"disturbance"
2016000069554,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",2,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2016-02-26,-122.28715965,47.61099714,"drug"
2016000055491,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",3,"DISTURBANCE","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2016-02-15,-122.28198512,47.61206168,"disturbance"
2016000040172,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2016-02-03,-122.28466559,47.61036119,"suspicious"
2016000039673,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","DISTURBANCE - OTHER",2016-02-02,-122.28224625,47.61177635,"theft"
2016000026293,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"PROPERTY - DAMAGE","ASSIST PUBLIC - OTHER (NON-SPECIFIED)",2016-01-22,-122.28410155,47.61205754,"prop.dmg"
2016000022876,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",3,"ASLT - WITH OR W/O WPNS (NO SHOOTINGS)","ASSAULTS, OTHER",2016-01-20,-122.28410155,47.61205754,"violence"
2016000013991,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2016-01-12,-122.28659251,47.61159813,"traffic"
2016000005440,"ORAL WARNING GIVEN","ONVIEW",7,"SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","PROWLER - TRESPASS",2016-01-06,-122.28344404,47.60745101,"suspicious"
2015000418577,"REPORT WRITTEN (NO ARREST)","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2015-12-02,-122.28603117,47.61210969,"suspicious"
2015000409173,"REPORT WRITTEN (NO ARREST)","911",3,"PROPERTY - DAMAGE","DISTURBANCE - OTHER",2015-11-23,-122.28411376,47.61150482,"prop.dmg"
2015000401665,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",5,"TRU - THEFT","THEFT - CAR PROWL",2015-11-17,-122.2865561,47.61119645,"theft"
2015000401547,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",5,"TRU - THEFT","THEFT - CAR PROWL",2015-11-17,-122.2865561,47.61119645,"theft"
2015000385133,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","THEFT - CAR PROWL",2015-11-03,-122.28302061,47.6119038,"theft"
2015000371417,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",6,"OBS - SECONDARY - THEFT","THEFT - CAR PROWL",2015-10-23,-122.28720549,47.60923274,"theft"
2015000365592,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","THEFT - CAR PROWL",2015-10-19,-122.28712634,47.6122376,"theft"
2015000362469,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",5,"TRU - THEFT","THEFT - CAR PROWL",2015-10-16,-122.28603117,47.61210969,"theft"
2015000359438,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"ASLT - WITH OR W/O WPNS (NO SHOOTINGS)","ASSAULTS, OTHER",2015-10-14,-122.28410155,47.61205754,"violence"
2015000358018,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",3,"ASLT - WITH OR W/O WPNS (NO SHOOTINGS)","ASSAULTS, OTHER",2015-10-13,-122.28410155,47.61205754,"violence"
2015000357783,"REPORT WRITTEN (NO ARREST)","911",3,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","THEFT - ALL OTHER",2015-10-12,-122.28715965,47.61099714,"theft"
2015000357231,"ASSISTANCE RENDERED","911",3,"HARAS - NO BIAS OR THREATS","DISTURBANCE - OTHER",2015-10-12,-122.28411376,47.61150482,"disturbance"
2015000342002,"REPORT WRITTEN (NO ARREST)","911",3,"HARAS - NO BIAS OR THREATS","DISTURBANCE - OTHER",2015-09-30,-122.28411376,47.61150482,"disturbance"
2015000312108,"ASSISTANCE RENDERED","911",1,"SHOTS HEARD - IN PROGRESS","DISTURBANCE - OTHER",2015-09-05,-122.28302061,47.6119038,"violence"
2015000308724,"REPORT WRITTEN (NO ARREST)","911",3,"HARAS - NO BIAS OR THREATS","DISTURBANCE - OTHER",2015-09-03,-122.28410155,47.61205754,"disturbance"
2015000288562,"ASSISTANCE RENDERED","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","DISTURBANCE - NOISE",2015-08-19,-122.28720549,47.60923274,"suspicious"
2015000266181,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",4,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2015-08-02,-122.28198512,47.61206168,"traffic"
2015000257592,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",6,"OBS - SECONDARY - THEFT","THEFT - CAR PROWL",2015-07-27,-122.28302061,47.6119038,"theft"
2015000241544,"REPORT WRITTEN (NO ARREST)","911",5,"TRU - THEFT","THEFT - ALL OTHER",2015-07-14,-122.28655609,47.61119645,"theft"
2015000240110,"REPORT WRITTEN (NO ARREST)","911",3,"HARAS - NO BIAS OR THREATS","DISTURBANCE - OTHER",2015-07-13,-122.28410155,47.61205754,"disturbance"
2015000217057,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"PERSON IN BEHAVIORAL/EMOTIONAL CRISIS","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2015-06-27,-122.28302061,47.6119038,"disturbance"
2015000215806,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",3,"DISTURBANCE","DISTURBANCE - OTHER",2015-06-26,-122.28535162,47.61146516,"disturbance"
2015000192332,"REPORT WRITTEN (NO ARREST)","911",2,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","THEFT - CAR PROWL",2015-06-09,-122.28224625,47.61177635,"theft"
2015000154743,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",2,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2015-05-11,-122.28717553,47.61038711,"drug"
2015000148861,"REPORT WRITTEN (NO ARREST)","911",3,"DISTURBANCE","DISTURBANCE - OTHER",2015-05-07,-122.28410155,47.61205754,"disturbance"
2015000131193,"REPORT WRITTEN (NO ARREST)","911",1,"ASLT - CRITICAL (NO SHOOTINGS)","ASSAULTS, OTHER",2015-04-22,-122.28410155,47.61205754,"violence"
2015000119791,"ASSISTANCE RENDERED","911",3,"DISTURBANCE","DISTURBANCE - OTHER",2015-04-12,-122.28410155,47.61205754,"disturbance"
2015000106520,"ASSISTANCE RENDERED","911",2,"HAZ - POTENTIAL THRT TO PHYS SAFETY","DISTURBANCE - OTHER",2015-04-01,-122.28198512,47.61206168,"disturbance"
2015000100899,"REPORT WRITTEN (NO ARREST)","911",3,"HARAS - NO BIAS OR THREATS","DISTURBANCE - OTHER",2015-03-28,-122.28410155,47.61205754,"disturbance"
2015000085314,"REPORT WRITTEN (NO ARREST)","911",3,"DISTURBANCE","CRISIS COMPLAINT - GENERAL",2015-03-15,-122.28302061,47.6119038,"disturbance"
2015000072188,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",5,"TRU - THEFT","THEFT - CAR PROWL",2015-03-04,-122.28302061,47.6119038,"theft"
2015000053621,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"PROPERTY - DAMAGE","PROPERTY DEST (DAMG)",2015-02-16,-122.28410155,47.61205754,"prop.dmg"
2014000429049,"ASSISTANCE RENDERED","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2014-12-29,-122.28484797,47.61100209,"suspicious"
2014000417603,"REPORT WRITTEN (NO ARREST)","911",3,"DISTURBANCE","DISTURBANCE - OTHER",2014-12-18,-122.28410155,47.61205754,"disturbance"
2014000417105,"REPORT WRITTEN (NO ARREST)","911",1,"ASLT - CRITICAL (NO SHOOTINGS)","ASSAULTS, OTHER",2014-12-17,-122.28350391,47.61149871,"violence"
2014000394777,"REPORT WRITTEN (NO ARREST)","911",3,"DISTURBANCE","DISTURBANCE - OTHER",2014-11-26,-122.28411376,47.61150482,"disturbance"
2014000384050,"REPORT WRITTEN (NO ARREST)","911",6,"OBS - SECONDARY - THEFT","THEFT - CAR PROWL",2014-11-16,-122.28714376,47.61160717,"theft"
2014000374296,"ASSISTANCE RENDERED","911",3,"DISTURBANCE","MISCHIEF OR NUISANCE - GENERAL",2014-11-08,-122.28410155,47.61205754,"disturbance"
2014000371925,"ASSISTANCE RENDERED","911",3,"HARAS - NO BIAS OR THREATS","DISTURBANCE - OTHER",2014-11-06,-122.28410155,47.61205754,"disturbance"
2014000370366,"ASSISTANCE RENDERED","911",3,"DISTURBANCE","DISTURBANCE - OTHER",2014-11-05,-122.28411376,47.61150482,"disturbance"
2014000356834,"ASSISTANCE RENDERED","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2014-10-25,-122.28501219,47.61036516,"suspicious"
2014000352041,"ASSISTANCE RENDERED","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2014-10-21,-122.28198512,47.61206168,"suspicious"
2014000337739,"REPORT WRITTEN (NO ARREST)","911",3,"HARAS - NO BIAS OR THREATS","DISTURBANCE - OTHER",2014-10-09,-122.28410155,47.61205754,"disturbance"
2014000337232,"NO POLICE ACTION POSSIBLE OR NECESSARY","911",3,"HARAS - NO BIAS OR THREATS","DISTURBANCE - OTHER",2014-10-08,-122.28411376,47.61150482,"disturbance"
2014000329076,"ASSISTANCE RENDERED","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2014-10-02,-122.28410153,47.61205754,"suspicious"
2014000312490,"REPORT WRITTEN (NO ARREST)","911",3,"HARAS - NO BIAS OR THREATS","DISTURBANCE - OTHER",2014-09-18,-122.28411376,47.61150482,"disturbance"
2014000306330,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"NUISANCE","MISCHIEF OR NUISANCE - GENERAL",2014-09-13,-122.28198512,47.61206168,"disturbance"
2014000300078,"REPORT WRITTEN (NO ARREST)","911",3,"HARAS - NO BIAS OR THREATS","DISTURBANCE - OTHER",2014-09-08,-122.28410155,47.61205754,"disturbance"
2014000293418,"ASSISTANCE RENDERED","911",2,"LEWD -  (EXPOSING, FLASHING)","DISTURBANCE - OTHER",2014-09-02,-122.28198512,47.61206168,"lewd"
2014000281786,"ASSISTANCE RENDERED","911",3,"OBS - NOISE - DISTURBANCE (PARTY, ETC)","DISTURBANCE - NOISE",2014-08-24,-122.28302061,47.6119038,"disturbance"
2014000274943,"NO POLICE ACTION POSSIBLE OR NECESSARY","TELEPHONE OTHER, NOT 911",3,"PROPERTY - DAMAGE","PROPERTY DEST (DAMG)",2014-08-18,-122.28410155,47.61205754,"prop.dmg"
2014000272558,"ASSISTANCE RENDERED","911",1,"ASLT - CRITICAL (NO SHOOTINGS)","DISTURBANCE - OTHER",2014-08-16,-122.28198512,47.61206168,"violence"
2014000271527,"ASSISTANCE RENDERED","911",4,"NOISE - GENERAL","DISTURBANCE - NOISE",2014-08-16,-122.28410153,47.61205754,"disturbance"
2014000266562,"REPORT WRITTEN (NO ARREST)","911",3,"HARAS - NO BIAS OR THREATS","DISTURBANCE - OTHER",2014-08-12,-122.28410155,47.61205754,"disturbance"
2014000265032,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",1,"SHOTS HEARD - IN PROGRESS","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2014-08-10,-122.28468983,47.60975947,"violence"
2014000264293,"REPORT WRITTEN (NO ARREST)","911",3,"HARAS - NO BIAS OR THREATS","ASSAULTS - HARASSMENT, THREATS",2014-08-10,-122.28410155,47.61205754,"disturbance"
2014000261659,"REPORT WRITTEN (NO ARREST)","911",3,"HARAS - NO BIAS OR THREATS","ASSAULTS - HARASSMENT, THREATS",2014-08-08,-122.28410155,47.61205754,"disturbance"
2014000261006,"REPORT WRITTEN (NO ARREST)","911",2,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","THEFT - CAR PROWL",2014-08-07,-122.28198512,47.61206168,"theft"
2014000258744,"RESPONDING UNIT(S) CANCELLED BY RADIO","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2014-08-05,-122.28607748,47.60979756,"suspicious"
2014000252350,"REPORT WRITTEN (NO ARREST)","911",3,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","THEFT - CAR PROWL",2014-08-01,-122.28719052,47.60980993,"theft"
2014000250317,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"ASLT - WITH OR W/O WPNS (NO SHOOTINGS)","ASSAULTS, OTHER",2014-07-30,-122.28603117,47.61210969,"violence"
2014000234791,"REPORT WRITTEN (NO ARREST)","911",3,"ASLT - WITH OR W/O WPNS (NO SHOOTINGS)","ASSAULTS, OTHER",2014-07-18,-122.28410155,47.61205754,"violence"
2014000215569,"OTHER REPORT MADE","911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2014-07-04,-122.28719052,47.60980993,"traffic"
2014000186536,"ASSISTANCE RENDERED","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2014-06-12,-122.28250736,47.61149102,"suspicious"
2014000154216,"ASSISTANCE RENDERED","911",3,"NUISANCE","DISTURBANCE - OTHER",2014-05-17,-122.28350391,47.61149871,"disturbance"
2014000109487,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"HARAS - NO BIAS OR THREATS","DISTURBANCE - OTHER",2014-04-10,-122.28411376,47.61150482,"disturbance"
2014000109136,"REPORT WRITTEN (NO ARREST)","911",3,"HARAS - NO BIAS OR THREATS","DISTURBANCE - OTHER",2014-04-10,-122.28410155,47.61205754,"disturbance"
2014000096352,"REPORT WRITTEN (NO ARREST)","911",3,"PROPERTY - DAMAGE","PROPERTY DEST (DAMG) - GRAFFITI (INCLUDES GANG)",2014-03-30,-122.28715965,47.61099714,"prop.dmg"
2014000086294,"ASSISTANCE RENDERED","911",3,"PROPERTY - DAMAGE","PROPERTY DEST (DAMG)",2014-03-21,-122.28468983,47.60975947,"prop.dmg"
2014000077462,"REPORT WRITTEN (NO ARREST)","911",3,"DISTURBANCE","DISTURBANCE - OTHER",2014-03-13,-122.28411376,47.61150482,"disturbance"
