"CAD.Event.Number","Event.Clearance.Description","Call.Type","Priority","Initial.Call.Type","Final.Call.Type","Incident.Date","Blurred_Longitude","Blurred_Latitude","broad_category"
2019000032938,"ASSISTANCE RENDERED","911",2,"LEWD -  (EXPOSING, FLASHING)","MISCHIEF OR NUISANCE - GENERAL",2019-01-25,-122.28158947,47.62010535,"lewd"
2019000018277,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"NUISANCE","ASSIST PUBLIC - OTHER (NON-SPECIFIED)",2019-01-14,-122.28481231,47.61799937,"disturbance"
2019000017221,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",3,"NUISANCE","PROWLER - TRESPASS",2019-01-13,-122.28540068,47.61831384,"disturbance"
2019000014590,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",3,"NUISANCE","MISCHIEF OR NUISANCE - GENERAL",2019-01-11,-122.28158947,47.62010535,"disturbance"
2018000484641,"REPORT WRITTEN (NO ARREST)","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","CRISIS COMPLAINT - GENERAL",2018-12-29,-122.28468147,47.61780948,"suspicious"
2018000412119,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",5,"TRU - SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2018-11-03,-122.28168209,47.61881546,"suspicious"
2018000411640,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",4,"NOISE - GENERAL","DISTURBANCE - NOISE",2018-11-02,-122.28158947,47.62010535,"disturbance"
2018000396060,"ASSISTANCE RENDERED","911",2,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2018-10-23,-122.28389289,47.61761164,"theft"
2018000388196,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"OBS - NOISE - DISTURBANCE (PARTY, ETC)","DISTURBANCE - NOISE",2018-10-17,-122.28158947,47.62010535,"disturbance"
2018000365077,"ASSISTANCE RENDERED","911",2,"LEWD -  (EXPOSING, FLASHING)","SEX OFFENSES (NON-RAPE) - LEWD CONDUCT",2018-09-29,-122.28158947,47.62010535,"lewd"
2018000365010,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"LEWD -  (EXPOSING, FLASHING)","MISCHIEF OR NUISANCE - GENERAL",2018-09-29,-122.28158947,47.62010535,"lewd"
2018000327587,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",2,"LEWD -  (EXPOSING, FLASHING)","SEX OFFENSES (NON-RAPE) - LEWD CONDUCT",2018-09-02,-122.28158947,47.62010535,"lewd"
2018000320902,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",2,"LEWD -  (EXPOSING, FLASHING)","SEX OFFENSES (NON-RAPE) - LEWD CONDUCT",2018-08-28,-122.28158947,47.62010535,"lewd"
2018000317257,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",2,"LEWD -  (EXPOSING, FLASHING)","SEX OFFENSES (NON-RAPE) - LEWD CONDUCT",2018-08-25,-122.28158947,47.62010535,"lewd"
2018000315373,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"DISTURBANCE","MISCHIEF OR NUISANCE - GENERAL",2018-08-24,-122.28540068,47.61831384,"disturbance"
2018000299634,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"LEWD -  (EXPOSING, FLASHING)","SEX OFFENSES (NON-RAPE) - LEWD CONDUCT",2018-08-12,-122.28168542,47.62024854,"lewd"
2018000295847,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",2,"LEWD -  (EXPOSING, FLASHING)","SEX OFFENSES (NON-RAPE) - LEWD CONDUCT",2018-08-09,-122.28158947,47.62010535,"lewd"
2018000289740,"OTHER REPORT MADE","ONVIEW",7,"SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","PROWLER - TRESPASS, PARKS EXCLUSION",2018-08-05,-122.28158947,47.62010535,"suspicious"
2018000289731,"ORAL WARNING GIVEN","ONVIEW",7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY","PROWLER - TRESPASS, PARKS EXCLUSION",2018-08-05,-122.28158947,47.62010535,"disturbance"
2018000289719,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",3,"THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING)","ASSAULTS - HARASSMENT, THREATS",2018-08-05,-122.28158947,47.62010535,"disturbance"
2018000287735,"ASSISTANCE RENDERED","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2018-08-03,-122.28056492,47.62001873,"suspicious"
2018000286558,"ASSISTANCE RENDERED","ONVIEW",7,"SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2018-08-02,-122.28158947,47.62010535,"suspicious"
2018000284495,"ASSISTANCE RENDERED","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2018-08-01,-122.2846968,47.6225106,"suspicious"
2018000284714,"ASSISTANCE RENDERED","911",2,"DISTURBANCE","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2018-08-01,-122.28158947,47.62010535,"disturbance"
2018000282187,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",4,"FIREWORKS (NO HAZARD)","DISTURBANCE - OTHER",2018-07-30,-122.28158947,47.62010535,"disturbance"
2018000280508,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",2,"LEWD -  (EXPOSING, FLASHING)","SEX OFFENSES (NON-RAPE) - LEWD CONDUCT",2018-07-29,-122.28172881,47.61705184,"lewd"
2018000280218,"ASSISTANCE RENDERED","911",2,"LEWD -  (EXPOSING, FLASHING)","SEX OFFENSES (NON-RAPE) - LEWD CONDUCT",2018-07-29,-122.28307238,47.62124413,"lewd"
2018000279993,"ASSISTANCE RENDERED","911",2,"DISTURBANCE","DISTURBANCE - OTHER",2018-07-29,-122.28158947,47.62010535,"disturbance"
2018000279547,"NO POLICE ACTION POSSIBLE OR NECESSARY","TELEPHONE OTHER, NOT 911",3,"OBS - NOISE - DISTURBANCE (PARTY, ETC)","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2018-07-28,-122.28158947,47.62010535,"disturbance"
2018000277507,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",5,"TRU - PROPERTY DESTRUCTION/DAMAGE","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2018-07-27,-122.28522584,47.61914976,"prop.dmg"
2018000276842,"ASSISTANCE RENDERED","911",2,"OBS - FIGHT - VERBAL/ORAL (NO WEAPONS)","DISTURBANCE - OTHER",2018-07-27,-122.28158947,47.62010535,"disturbance"
2018000276412,"CITATION ISSUED (CRIMINAL OR NON-CRIMINAL)","ONVIEW",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2018-07-26,-122.28158947,47.62010535,"traffic"
2018000273587,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",6,"OBS - SECONDARY - THEFT","THEFT - CAR PROWL",2018-07-24,-122.28250596,47.61894805,"theft"
2018000264790,"ASSISTANCE RENDERED","911",2,"LEWD -  (EXPOSING, FLASHING)","SEX OFFENSES (NON-RAPE) - LEWD CONDUCT",2018-07-18,-122.28158947,47.62010535,"lewd"
2018000263752,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"LEWD -  (EXPOSING, FLASHING)","SEX OFFENSES (NON-RAPE) - LEWD CONDUCT",2018-07-17,-122.28158947,47.62010535,"lewd"
2018000256870,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",1,"SHOTS HEARD - IN PROGRESS","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2018-07-13,-122.28158947,47.62010535,"violence"
2018000256289,"ORAL WARNING GIVEN","911",2,"LEWD -  (EXPOSING, FLASHING)","SEX OFFENSES (NON-RAPE) - LEWD CONDUCT",2018-07-12,-122.28158947,47.62010535,"lewd"
2018000253186,"REPORT WRITTEN (NO ARREST)","911",2,"DISTURBANCE","ASSAULTS - HARASSMENT, THREATS",2018-07-10,-122.28158947,47.62010535,"disturbance"
2018000250708,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",3,"HARAS - NO BIAS OR THREATS","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2018-07-08,-122.28158947,47.62010535,"disturbance"
2018000248291,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"SEX IN PUBLIC PLACE (INCL MASTURBATION)","SEX OFFENSES (NON-RAPE) - LEWD CONDUCT",2018-07-06,-122.28158947,47.62010535,"lewd"
2018000246684,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",3,"DISTURBANCE","DISTURBANCE - OTHER",2018-07-05,-122.28322244,47.61703225,"disturbance"
2018000245162,"REPORT WRITTEN (NO ARREST)","ONVIEW",4,"FIREWORKS (NO HAZARD)","ARSON,BOMBS,EXPLO - BOMBS, EXPLO,LARGE FIREWORKS",2018-07-04,-122.28158947,47.62010535,"disturbance"
2018000239445,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",2,"LEWD -  (EXPOSING, FLASHING)","SEX OFFENSES (NON-RAPE) - LEWD CONDUCT",2018-06-30,-122.28158947,47.62010535,"lewd"
2018000232175,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2018-06-25,-122.28433848,47.62343866,"suspicious"
2018000230823,"NO POLICE ACTION POSSIBLE OR NECESSARY","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2018-06-24,-122.2816141,47.6176553,"traffic"
2018000230560,"ASSISTANCE RENDERED","911",2,"LEWD -  (EXPOSING, FLASHING)","SEX OFFENSES (NON-RAPE) - LEWD CONDUCT",2018-06-24,-122.28158947,47.62010535,"lewd"
2018000223453,"CITATION ISSUED (CRIMINAL OR NON-CRIMINAL)","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2018-06-19,-122.2816141,47.6176553,"traffic"
2018000221874,"CITATION ISSUED (CRIMINAL OR NON-CRIMINAL)","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2018-06-18,-122.28168542,47.62024854,"traffic"
2018000219324,"ASSISTANCE RENDERED","911",2,"LEWD -  (EXPOSING, FLASHING)","SEX OFFENSES (NON-RAPE) - LEWD CONDUCT",2018-06-16,-122.28158947,47.62010535,"lewd"
2018000217784,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO - THEFT/LOSS OF PLATES","THEFT - ALL OTHER",2018-06-15,-122.28500553,47.62054,"theft"
2018000199101,"ASSISTANCE RENDERED","911",3,"LEWD -  (EXPOSING, FLASHING)","SEX OFFENSES (NON-RAPE) - LEWD CONDUCT",2018-06-02,-122.28158947,47.62010535,"lewd"
2018000191168,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","THEFT - CAR PROWL",2018-05-27,-122.28158947,47.62010535,"theft"
2018000189503,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","THEFT - CAR PROWL",2018-05-26,-122.28458553,47.61703719,"theft"
2018000182747,"ASSISTANCE RENDERED","911",2,"LEWD -  (EXPOSING, FLASHING)","SEX OFFENSES (NON-RAPE) - LEWD CONDUCT",2018-05-21,-122.28158947,47.62010535,"lewd"
2018000181740,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",1,"SHOTS HEARD - IN PROGRESS","DISTURBANCE - NOISE",2018-05-21,-122.28304896,47.62191786,"violence"
2018000166764,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",2,"OBS - PROWLER","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2018-05-10,-122.28468147,47.61780948,"suspicious"
2018000159429,"PHYSICAL ARREST MADE","911",1,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)","ASSAULTS - HARASSMENT, THREATS",2018-05-05,-122.28158947,47.62010535,"violence"
2018000145667,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2018-04-25,-122.28433848,47.62343866,"suspicious"
2018000138499,"REPORT WRITTEN (NO ARREST)","ONVIEW",7,"SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","CRISIS COMPLAINT - GENERAL",2018-04-20,-122.28158947,47.62010535,"suspicious"
2018000121357,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"LEWD -  (EXPOSING, FLASHING)","SEX OFFENSES (NON-RAPE) - LEWD CONDUCT",2018-04-06,-122.28158947,47.62010535,"lewd"
2018000119358,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2018-04-05,-122.28428586,47.61857952,"suspicious"
2018000104026,"ORAL WARNING GIVEN","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2018-03-23,-122.2811368,47.61705036,"suspicious"
2018000074227,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",5,"TRU - PROPERTY DESTRUCTION/DAMAGE","PROPERTY DEST (DAMG)",2018-03-01,-122.2826444,47.61703071,"prop.dmg"
2018000052244,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"DISTURBANCE","DISTURBANCE - OTHER",2018-02-11,-122.28541433,47.61796272,"disturbance"
2018000038653,"OTHER REPORT MADE","911",2,"TRAFFIC - BLOCKING ROADWAY","TRAFFIC - BLOCKING TRAFFIC",2018-02-01,-122.28307238,47.62124413,"traffic"
2018000006191,"REPORT WRITTEN (NO ARREST)","ONVIEW",3,"AUTO - THEFT/LOSS OF PLATES","AUTOMOBILES - LICENSE PLATE(S) THEFT OR LOSS",2018-01-05,-122.28449029,47.62070471,"theft"
2017000445381,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",1,"DISTURBANCE","DISTURBANCE - OTHER",2017-12-02,-122.28449028,47.62070472,"disturbance"
2017000443641,"ASSISTANCE RENDERED","911",1,"DISTURBANCE","DISTURBANCE - OTHER",2017-12-01,-122.2855141,47.62251474,"disturbance"
2017000434857,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",1,"SHOTS HEARD - IN PROGRESS","DISTURBANCE - NOISE",2017-11-24,-122.28307238,47.62124413,"violence"
2017000425820,"ASSISTANCE RENDERED","911",2,"OBS - FIGHT - VERBAL/ORAL (NO WEAPONS)","DISTURBANCE - OTHER",2017-11-17,-122.28158947,47.62010535,"disturbance"
2017000420160,"NO POLICE ACTION POSSIBLE OR NECESSARY","ONVIEW",7,"SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2017-11-13,-122.28158947,47.62010535,"suspicious"
2017000416497,"ASSISTANCE RENDERED","911",1,"OBS - PROWLER - IP/JO","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2017-11-09,-122.28433848,47.62343866,"disturbance"
2017000403127,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",2,"LEWD -  (EXPOSING, FLASHING)","DISTURBANCE - OTHER",2017-10-30,-122.28158947,47.62010535,"lewd"
2017000399410,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2017-10-27,-122.28458553,47.61703719,"theft"
2017000387941,"ORAL WARNING GIVEN","ONVIEW",7,"SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","PROWLER - TRESPASS",2017-10-19,-122.28158947,47.62010535,"suspicious"
2017000385402,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2017-10-17,-122.28433848,47.62343866,"theft"
2017000374638,"ASSISTANCE RENDERED","911",2,"LEWD -  (EXPOSING, FLASHING)","SEX OFFENSES (NON-RAPE) - LEWD CONDUCT",2017-10-08,-122.28158947,47.62010535,"lewd"
2017000356190,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"LEWD -  (EXPOSING, FLASHING)","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2017-09-24,-122.28158947,47.62010535,"lewd"
2017000349071,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","THEFT - CAR PROWL",2017-09-19,-122.28307238,47.62124413,"theft"
2017000341186,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2017-09-13,-122.28433848,47.62343866,"suspicious"
2017000333762,"ORAL WARNING GIVEN","ONVIEW",7,"SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2017-09-07,-122.28158947,47.62010535,"suspicious"
2017000328761,"CITATION ISSUED (CRIMINAL OR NON-CRIMINAL)","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2017-09-04,-122.28168209,47.61881546,"traffic"
2017000328324,"ASSISTANCE RENDERED","911",3,"NUISANCE","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2017-09-04,-122.28158947,47.62010535,"disturbance"
2017000327969,"ORAL WARNING GIVEN","911",3,"NUISANCE","PROWLER - TRESPASS, PARKS EXCLUSION",2017-09-03,-122.28158947,47.62010535,"disturbance"
2017000320361,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"DISTURBANCE","DISTURBANCE - OTHER",2017-08-29,-122.28168542,47.62024854,"disturbance"
2017000315782,"ASSISTANCE RENDERED","911",3,"OBS - NOISE - DISTURBANCE (PARTY, ETC)","DISTURBANCE - NOISE",2017-08-26,-122.28158947,47.62010535,"disturbance"
2017000288422,"REPORT WRITTEN (NO ARREST)","ONVIEW",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2017-08-05,-122.28158947,47.62010535,"suspicious"
2017000284609,"REPORT WRITTEN (NO ARREST)","911",3,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","THEFT - ALL OTHER",2017-08-03,-122.28449029,47.62070471,"theft"
2017000284273,"ORAL WARNING GIVEN","ONVIEW",7,"SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2017-08-03,-122.28158947,47.62010535,"suspicious"
2017000281417,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",4,"NOISE - GENERAL","DISTURBANCE - NOISE",2017-08-01,-122.28158947,47.62010535,"disturbance"
2017000277285,"ASSISTANCE RENDERED","911",4,"NOISE - GENERAL","DISTURBANCE - NOISE",2017-07-29,-122.28158947,47.62010535,"disturbance"
2017000267865,"CITATION ISSUED (CRIMINAL OR NON-CRIMINAL)","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2017-07-22,-122.28168209,47.61881546,"traffic"
2017000256154,"ASSISTANCE RENDERED","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2017-07-14,-122.28449029,47.62070471,"suspicious"
2017000253778,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2017-07-12,-122.28168542,47.62024854,"theft"
2017000252120,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"DISTURBANCE","DISTURBANCE - OTHER",2017-07-11,-122.28158947,47.62010535,"disturbance"
2017000251344,"NO POLICE ACTION POSSIBLE OR NECESSARY","911",3,"OBS - NOISE - DISTURBANCE (PARTY, ETC)","DISTURBANCE - NOISE",2017-07-11,-122.28158947,47.62010535,"disturbance"
2017000251237,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",4,"NOISE - GENERAL","DISTURBANCE - NOISE",2017-07-10,-122.28500553,47.62054,"disturbance"
2017000246411,"ORAL WARNING GIVEN","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2017-07-07,-122.28158947,47.62010535,"traffic"
2017000243564,"ASSISTANCE RENDERED","911",3,"LEWD -  (EXPOSING, FLASHING)","DISTURBANCE - OTHER",2017-07-05,-122.28158947,47.62010535,"lewd"
2017000243372,"ASSISTANCE RENDERED","911",2,"LEWD -  (EXPOSING, FLASHING)","DISTURBANCE - OTHER",2017-07-05,-122.28158947,47.62010535,"lewd"
2017000234006,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",2,"BURN - RECKLESS BURNING","PROWLER - TRESPASS",2017-06-29,-122.2811368,47.61705036,"disturbance"
2017000233676,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",3,"HARAS - NO BIAS OR THREATS","DISTURBANCE - OTHER",2017-06-28,-122.28168209,47.61881546,"disturbance"
2017000229302,"ORAL WARNING GIVEN","TELEPHONE OTHER, NOT 911",4,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2017-06-25,-122.28158947,47.62010535,"traffic"
2017000228841,"ASSISTANCE RENDERED","911",3,"OBS - NOISE - DISTURBANCE (PARTY, ETC)","DISTURBANCE - NOISE",2017-06-25,-122.28158947,47.62010535,"disturbance"
2017000227453,"ASSISTANCE RENDERED","911",2,"TRESPASS","DISTURBANCE - NOISE",2017-06-24,-122.28158947,47.62010535,"suspicious"
2017000224418,"ORAL WARNING GIVEN","ONVIEW",7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY","MISC MISD AND VIOLS - RECKLESS ENDANGERMENT",2017-06-22,-122.28158947,47.62010535,"disturbance"
2017000224160,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2017-06-22,-122.2811368,47.61705036,"suspicious"
2017000221405,"ASSISTANCE RENDERED","ONVIEW",7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY","MISC MISD AND VIOLS - PARKS EXCLUSION",2017-06-19,-122.28158947,47.62010535,"disturbance"
2017000217216,"NO POLICE ACTION POSSIBLE OR NECESSARY","911",2,"LIQUOR VIOLATIONS - MINOR","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2017-06-16,-122.2855141,47.62251474,"disturbance"
2017000206611,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2017-06-09,-122.28449029,47.62070471,"theft"
2017000203428,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"PROPERTY - DAMAGE","PROPERTY DEST (DAMG)",2017-06-07,-122.28458553,47.61703719,"prop.dmg"
2017000200422,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",4,"NOISE - GENERAL","DISTURBANCE - NOISE",2017-06-05,-122.28158947,47.62010535,"disturbance"
2017000189773,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2017-05-28,-122.28056492,47.62001873,"traffic"
2017000186164,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2017-05-26,-122.28056492,47.62001873,"theft"
2017000185508,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2017-05-25,-122.2811368,47.61705036,"suspicious"
2017000182442,"REPORT WRITTEN (NO ARREST)","911",1,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)","WEAPON, PERSON WITH - GUN",2017-05-23,-122.2825726,47.61827779,"violence"
2017000181392,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",3,"OBS - NOISE - DISTURBANCE (PARTY, ETC)","DISTURBANCE - NOISE",2017-05-22,-122.28158947,47.62010535,"disturbance"
2017000155481,"ASSISTANCE RENDERED","911",2,"LEWD -  (EXPOSING, FLASHING)","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2017-05-04,-122.2855141,47.62251474,"lewd"
2017000153146,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",6,"OBS - SECONDARY - THEFT","PROPERTY DEST (DAMG)",2017-05-02,-122.28168209,47.61881546,"theft"
2017000151825,"FOLLOW-UP REPORT MADE","ONVIEW",7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY","PROWLER - TRESPASS",2017-05-01,-122.2855141,47.62251474,"disturbance"
2017000150127,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",3,"OBS - NOISE - DISTURBANCE (PARTY, ETC)","DISTURBANCE - NOISE",2017-04-30,-122.28158947,47.62010535,"disturbance"
2017000145794,"ASSISTANCE RENDERED","911",3,"NUISANCE","DISTURBANCE - OTHER",2017-04-26,-122.2855141,47.62251474,"disturbance"
2017000141575,"ORAL WARNING GIVEN","911",3,"NUISANCE","PROWLER - TRESPASS",2017-04-23,-122.2855141,47.62251474,"disturbance"
2017000139813,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",1,"BURN - RECKLESS BURNING","ASSIST OTHER AGENCY - CITY AGENCY",2017-04-21,-122.2811368,47.61705036,"disturbance"
2017000132406,"ORAL WARNING GIVEN","ONVIEW",7,"SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","PROWLER - TRESPASS",2017-04-16,-122.28158947,47.62010535,"suspicious"
